"customer_id","txn_month","closing_balance"
322,"2020-01",1949
322,"2020-02",2471
322,"2020-03",1811
322,"2020-04",1811
323,"2020-01",1323
323,"2020-02",-1880
323,"2020-03",-4196
323,"2020-04",-5221
324,"2020-01",203
324,"2020-02",967
324,"2020-03",1470
324,"2020-04",1470
325,"2020-01",60
325,"2020-02",-1878
325,"2020-03",-1862
325,"2020-04",-1862
326,"2020-01",-211
326,"2020-02",417
326,"2020-03",417
326,"2020-04",417
327,"2020-01",919
327,"2020-02",919
327,"2020-03",-164
327,"2020-04",-164
328,"2020-01",-1232
328,"2020-02",-3426
328,"2020-03",-4703
328,"2020-04",-4559
329,"2020-01",831
329,"2020-02",2
329,"2020-03",-626
329,"2020-04",736
330,"2020-01",826
330,"2020-02",1099
330,"2020-03",-666
330,"2020-04",-1474
331,"2020-01",-54
331,"2020-02",-173
331,"2020-03",-949
331,"2020-04",-949
332,"2020-01",202
332,"2020-02",559
332,"2020-03",494
332,"2020-04",670
333,"2020-01",-229
333,"2020-02",-127
333,"2020-03",567
333,"2020-04",920
334,"2020-01",1177
334,"2020-02",2724
334,"2020-03",2425
334,"2020-04",1614
335,"2020-01",570
335,"2020-02",-354
335,"2020-03",423
335,"2020-04",423
336,"2020-01",543
336,"2020-02",-595
336,"2020-03",135
336,"2020-04",599
337,"2020-01",-264
337,"2020-02",170
337,"2020-03",1450
337,"2020-04",1314
338,"2020-01",262
338,"2020-02",533
338,"2020-03",2767
338,"2020-04",1264
339,"2020-01",-780
339,"2020-02",1088
339,"2020-03",625
339,"2020-04",625
340,"2020-01",-1086
340,"2020-02",276
340,"2020-03",559
340,"2020-04",1390
341,"2020-01",345
341,"2020-02",-873
341,"2020-03",-2133
341,"2020-04",-2094
342,"2020-01",347
342,"2020-02",-285
342,"2020-03",503
342,"2020-04",-135
343,"2020-01",1339
343,"2020-02",1653
343,"2020-03",1841
343,"2020-04",1841
344,"2020-01",-932
344,"2020-02",505
344,"2020-03",1475
344,"2020-04",1475
345,"2020-01",-100
345,"2020-02",-650
345,"2020-03",-2288
345,"2020-04",-2288
346,"2020-01",916
346,"2020-02",-1052
346,"2020-03",-1052
346,"2020-04",-3802
347,"2020-01",394
347,"2020-02",-775
347,"2020-03",-1768
347,"2020-04",-1768
348,"2020-01",-771
348,"2020-02",114
348,"2020-03",-155
348,"2020-04",48
349,"2020-01",-844
349,"2020-02",-1040
349,"2020-03",1309
349,"2020-04",1964
350,"2020-01",2200
350,"2020-02",1080
350,"2020-03",-174
350,"2020-04",-1233
351,"2020-01",90
351,"2020-02",-1533
351,"2020-03",-1860
351,"2020-04",-1860
352,"2020-01",416
352,"2020-02",-1612
352,"2020-03",-1774
352,"2020-04",-2269
353,"2020-01",-555
353,"2020-02",-1819
353,"2020-03",-516
353,"2020-04",-516
354,"2020-01",822
354,"2020-02",822
354,"2020-03",158
354,"2020-04",158
355,"2020-01",-245
355,"2020-02",-194
355,"2020-03",-1137
355,"2020-04",-852
356,"2020-01",-1870
356,"2020-02",-3929
356,"2020-03",-6518
356,"2020-04",-6882
357,"2020-01",780
357,"2020-02",878
357,"2020-03",496
357,"2020-04",-188
358,"2020-01",-1062
358,"2020-02",-619
358,"2020-03",-883
358,"2020-04",-708
359,"2020-01",890
359,"2020-02",1284
359,"2020-03",3159
359,"2020-04",2878
360,"2020-01",-1306
360,"2020-02",-427
360,"2020-03",-1255
360,"2020-04",-324
361,"2020-01",340
361,"2020-02",772
361,"2020-03",772
361,"2020-04",772
362,"2020-01",416
362,"2020-02",481
362,"2020-03",-564
362,"2020-04",615
363,"2020-01",977
363,"2020-02",-618
363,"2020-03",-3065
363,"2020-04",-2886
364,"2020-01",-57
364,"2020-02",-456
364,"2020-03",1173
364,"2020-04",811
365,"2020-01",-68
365,"2020-02",244
365,"2020-03",-75
365,"2020-04",-760
366,"2020-01",-51
366,"2020-02",-93
366,"2020-03",-1305
366,"2020-04",-1096
367,"2020-01",239
367,"2020-02",-467
367,"2020-03",-3101
367,"2020-04",-1697
368,"2020-01",-526
368,"2020-02",-3490
368,"2020-03",-1476
368,"2020-04",-2860
369,"2020-01",266
369,"2020-02",266
369,"2020-03",1679
369,"2020-04",1679
370,"2020-01",-2295
370,"2020-02",-1635
370,"2020-03",-1311
370,"2020-04",-1496
371,"2020-01",-134
371,"2020-02",-154
371,"2020-03",-5
371,"2020-04",-1243
372,"2020-01",2718
372,"2020-02",1241
372,"2020-03",-1625
372,"2020-04",-1625
373,"2020-01",493
373,"2020-02",277
373,"2020-03",1057
373,"2020-04",1451
374,"2020-01",-457
374,"2020-02",-1292
374,"2020-03",-846
374,"2020-04",-846
375,"2020-01",647
375,"2020-02",328
375,"2020-03",-440
375,"2020-04",-1291
376,"2020-01",1614
376,"2020-02",2515
376,"2020-03",3062
376,"2020-04",3062
377,"2020-01",252
377,"2020-02",-182
377,"2020-03",-182
377,"2020-04",-785
378,"2020-01",484
378,"2020-02",2424
378,"2020-03",1590
378,"2020-04",1590
379,"2020-01",-35
379,"2020-02",-268
379,"2020-03",-268
379,"2020-04",-1206
380,"2020-01",-849
380,"2020-02",-1481
380,"2020-03",-3662
380,"2020-04",-3662
381,"2020-01",66
381,"2020-02",992
381,"2020-03",278
381,"2020-04",-597
382,"2020-01",-687
382,"2020-02",-1195
382,"2020-03",-1141
382,"2020-04",-1141
383,"2020-01",-36
383,"2020-02",935
383,"2020-03",-617
383,"2020-04",913
384,"2020-01",-10
384,"2020-02",-2486
384,"2020-03",-2527
384,"2020-04",-2527
385,"2020-01",-1174
385,"2020-02",-1174
385,"2020-03",-4693
385,"2020-04",-4861
386,"2020-01",1108
386,"2020-02",759
386,"2020-03",-766
386,"2020-04",-3837
387,"2020-01",1069
387,"2020-02",1069
387,"2020-03",2551
387,"2020-04",2454
388,"2020-01",2243
388,"2020-02",1126
388,"2020-03",1598
388,"2020-04",1376
389,"2020-01",-27
389,"2020-02",490
389,"2020-03",1214
389,"2020-04",2005
390,"2020-01",-705
390,"2020-02",-2038
390,"2020-03",-1929
390,"2020-04",-2801
391,"2020-01",603
391,"2020-02",2
391,"2020-03",272
391,"2020-04",-90
392,"2020-01",816
392,"2020-02",2034
392,"2020-03",1498
392,"2020-04",1253
393,"2020-01",659
393,"2020-02",118
393,"2020-03",1500
393,"2020-04",639
394,"2020-01",3268
394,"2020-02",2644
394,"2020-03",1420
394,"2020-04",1420
395,"2020-01",-1782
395,"2020-02",-914
395,"2020-03",-903
395,"2020-04",-1723
396,"2020-01",-909
396,"2020-02",-550
396,"2020-03",-2848
396,"2020-04",-2848
397,"2020-01",973
397,"2020-02",1106
397,"2020-03",1709
397,"2020-04",1709
398,"2020-01",-429
398,"2020-02",-3171
398,"2020-03",-3401
398,"2020-04",-3401
399,"2020-01",593
399,"2020-02",-301
399,"2020-03",-1488
399,"2020-04",-1717
400,"2020-01",155
400,"2020-02",-409
400,"2020-03",-409
400,"2020-04",1338
401,"2020-01",102
401,"2020-02",-25
401,"2020-03",83
401,"2020-04",83
402,"2020-01",1478
402,"2020-02",1599
402,"2020-03",796
402,"2020-04",796
403,"2020-01",303
403,"2020-02",303
403,"2020-03",987
403,"2020-04",1047
404,"2020-01",-245
404,"2020-02",-347
404,"2020-03",-2484
404,"2020-04",-2484
405,"2020-01",-2897
405,"2020-02",-4125
405,"2020-03",-6882
405,"2020-04",-7070
406,"2020-01",795
406,"2020-02",1131
406,"2020-03",2597
406,"2020-04",2279
407,"2020-01",7
407,"2020-02",46
407,"2020-03",-900
407,"2020-04",-3275
408,"2020-01",-145
408,"2020-02",-145
408,"2020-03",800
408,"2020-04",-132
409,"2020-01",155
409,"2020-02",1371
409,"2020-03",2455
409,"2020-04",2623
410,"2020-01",1025
410,"2020-02",199
410,"2020-03",-52
410,"2020-04",-52
411,"2020-01",551
411,"2020-02",551
411,"2020-03",551
411,"2020-04",-981
412,"2020-01",722
412,"2020-02",608
412,"2020-03",608
412,"2020-04",608
413,"2020-01",642
413,"2020-02",1072
413,"2020-03",1072
413,"2020-04",801
414,"2020-01",439
414,"2020-02",439
414,"2020-03",1918
414,"2020-04",1918
415,"2020-01",331
415,"2020-02",-586
415,"2020-03",-4287
415,"2020-04",-4287
416,"2020-01",756
416,"2020-02",1715
416,"2020-03",3324
416,"2020-04",3898
417,"2020-01",707
417,"2020-02",-1079
417,"2020-03",-1540
417,"2020-04",-1847
418,"2020-01",-499
418,"2020-02",-996
418,"2020-03",-1624
418,"2020-04",-1828
419,"2020-01",1193
419,"2020-02",123
419,"2020-03",-1280
419,"2020-04",-1280
420,"2020-01",-280
420,"2020-02",-2117
420,"2020-03",-2457
420,"2020-04",-2078
421,"2020-01",-741
421,"2020-02",-571
421,"2020-03",-413
421,"2020-04",312
422,"2020-01",356
422,"2020-02",-1661
422,"2020-03",-1046
422,"2020-04",-3357
423,"2020-01",361
423,"2020-02",-262
423,"2020-03",1321
423,"2020-04",1321
424,"2020-01",-595
424,"2020-02",-648
424,"2020-03",-940
424,"2020-04",-314
425,"2020-01",63
425,"2020-02",-505
425,"2020-03",57
425,"2020-04",-721
426,"2020-01",-880
426,"2020-02",-3802
426,"2020-03",-4352
426,"2020-04",-5352
427,"2020-01",588
427,"2020-02",1305
427,"2020-03",676
427,"2020-04",-316
428,"2020-01",280
428,"2020-02",687
428,"2020-03",1217
428,"2020-04",1217
429,"2020-01",82
429,"2020-02",473
429,"2020-03",-46
429,"2020-04",-901
430,"2020-01",-8
430,"2020-02",403
430,"2020-03",-1326
430,"2020-04",-1326
431,"2020-01",-400
431,"2020-02",-1139
431,"2020-03",-1139
431,"2020-04",-1139
432,"2020-01",392
432,"2020-02",986
432,"2020-03",963
432,"2020-04",2435
433,"2020-01",883
433,"2020-02",1286
433,"2020-03",660
433,"2020-04",660
434,"2020-01",1123
434,"2020-02",-117
434,"2020-03",-2366
434,"2020-04",-1815
435,"2020-01",-1329
435,"2020-02",-38
435,"2020-03",-1176
435,"2020-04",-1176
436,"2020-01",917
436,"2020-02",886
436,"2020-03",-676
436,"2020-04",-676
437,"2020-01",-361
437,"2020-02",-1537
437,"2020-03",-1318
437,"2020-04",-1134
438,"2020-01",1317
438,"2020-02",2813
438,"2020-03",1423
438,"2020-04",1423
439,"2020-01",430
439,"2020-02",430
439,"2020-03",-381
439,"2020-04",318
440,"2020-01",-123
440,"2020-02",146
440,"2020-03",490
440,"2020-04",490
441,"2020-01",-329
441,"2020-02",745
441,"2020-03",-669
441,"2020-04",-798
442,"2020-01",142
442,"2020-02",-2898
442,"2020-03",-4520
442,"2020-04",-5499
443,"2020-01",760
443,"2020-02",710
443,"2020-03",-359
443,"2020-04",-11
444,"2020-01",83
444,"2020-02",-1178
444,"2020-03",-499
444,"2020-04",-820
445,"2020-01",1364
445,"2020-02",894
445,"2020-03",724
445,"2020-04",312
446,"2020-01",412
446,"2020-02",412
446,"2020-03",-53
446,"2020-04",405
447,"2020-01",1195
447,"2020-02",41
447,"2020-03",-1290
447,"2020-04",-1290
448,"2020-01",1360
448,"2020-02",-909
448,"2020-03",-2042
448,"2020-04",-2418
449,"2020-01",-3100
449,"2020-02",-3928
449,"2020-03",-3045
449,"2020-04",-3045
450,"2020-01",469
450,"2020-02",-159
450,"2020-03",-737
450,"2020-04",-36
451,"2020-01",910
451,"2020-02",-1313
451,"2020-03",-645
451,"2020-04",-756
452,"2020-01",1360
452,"2020-02",1654
452,"2020-03",1613
452,"2020-04",1613
453,"2020-01",638
453,"2020-02",811
453,"2020-03",-595
453,"2020-04",117
454,"2020-01",11
454,"2020-02",2163
454,"2020-03",2101
454,"2020-04",2101
455,"2020-01",329
455,"2020-02",329
455,"2020-03",-231
455,"2020-04",-231
456,"2020-01",1314
456,"2020-02",744
456,"2020-03",-55
456,"2020-04",12
457,"2020-01",195
457,"2020-02",-234
457,"2020-03",-714
457,"2020-04",-718
458,"2020-01",715
458,"2020-02",-653
458,"2020-03",-653
458,"2020-04",-653
459,"2020-01",246
459,"2020-02",-2912
459,"2020-03",-2834
459,"2020-04",-2834
460,"2020-01",80
460,"2020-02",-1158
460,"2020-03",-1175
460,"2020-04",-327
461,"2020-01",2267
461,"2020-02",3431
461,"2020-03",3212
461,"2020-04",3212
462,"2020-01",907
462,"2020-02",-10
462,"2020-03",-831
462,"2020-04",-1395
463,"2020-01",1166
463,"2020-02",312
463,"2020-03",673
463,"2020-04",280
464,"2020-01",953
464,"2020-02",953
464,"2020-03",-511
464,"2020-04",-1494
465,"2020-01",955
465,"2020-02",1989
465,"2020-03",1506
465,"2020-04",1350
466,"2020-01",80
466,"2020-02",-1979
466,"2020-03",-2113
466,"2020-04",-2113
467,"2020-01",1994
467,"2020-02",3582
467,"2020-03",2754
467,"2020-04",1190
468,"2020-01",39
468,"2020-02",-155
468,"2020-03",-917
468,"2020-04",-917
469,"2020-01",386
469,"2020-02",2161
469,"2020-03",-802
469,"2020-04",-1537
470,"2020-01",377
470,"2020-02",-311
470,"2020-03",-311
470,"2020-04",-311
471,"2020-01",781
471,"2020-02",781
471,"2020-03",1238
471,"2020-04",1887
472,"2020-01",811
472,"2020-02",-115
472,"2020-03",32
472,"2020-04",218
473,"2020-01",-183
473,"2020-02",-864
473,"2020-03",-3630
473,"2020-04",-5772
474,"2020-01",928
474,"2020-02",139
474,"2020-03",-259
474,"2020-04",-259
475,"2020-01",-673
475,"2020-02",-1966
475,"2020-03",-5073
475,"2020-04",-5073
476,"2020-01",-476
476,"2020-02",-2003
476,"2020-03",-3365
476,"2020-04",-4972
477,"2020-01",-3034
477,"2020-02",-4592
477,"2020-03",-6538
477,"2020-04",-6538
478,"2020-01",-712
478,"2020-02",2278
478,"2020-03",2087
478,"2020-04",2087
479,"2020-01",320
479,"2020-02",-327
479,"2020-03",513
479,"2020-04",513
480,"2020-01",522
480,"2020-02",522
480,"2020-03",-235
480,"2020-04",-165
481,"2020-01",-1396
481,"2020-02",-2905
481,"2020-03",-3394
481,"2020-04",-3394
482,"2020-01",386
482,"2020-02",-687
482,"2020-03",-1256
482,"2020-04",-1256
483,"2020-01",2038
483,"2020-02",2038
483,"2020-03",-189
483,"2020-04",1330
484,"2020-01",871
484,"2020-02",871
484,"2020-03",1796
484,"2020-04",1796
485,"2020-01",16
485,"2020-02",1507
485,"2020-03",2202
485,"2020-04",2202
486,"2020-01",-1632
486,"2020-02",-2250
486,"2020-03",-3108
486,"2020-04",-3108
487,"2020-01",-572
487,"2020-02",312
487,"2020-03",162
487,"2020-04",-330
488,"2020-01",-243
488,"2020-02",297
488,"2020-03",-412
488,"2020-04",-191
489,"2020-01",556
489,"2020-02",1808
489,"2020-03",3342
489,"2020-04",5338
490,"2020-01",271
490,"2020-02",342
490,"2020-03",342
490,"2020-04",24
491,"2020-01",-3
491,"2020-02",298
491,"2020-03",-2319
491,"2020-04",-2319
492,"2020-01",-738
492,"2020-02",-1399
492,"2020-03",-2133
492,"2020-04",-2133
493,"2020-01",845
493,"2020-02",-824
493,"2020-03",-824
493,"2020-04",-738
494,"2020-01",529
494,"2020-02",909
494,"2020-03",1447
494,"2020-04",1447
495,"2020-01",-286
495,"2020-02",-1438
495,"2020-03",-89
495,"2020-04",-89
496,"2020-01",47
496,"2020-02",-3076
496,"2020-03",-2426
496,"2020-04",-2426
497,"2020-01",754
497,"2020-02",1003
497,"2020-03",1739
497,"2020-04",2680
498,"2020-01",1360
498,"2020-02",2195
498,"2020-03",2989
498,"2020-04",3488
499,"2020-01",-304
499,"2020-02",1415
499,"2020-03",599
499,"2020-04",599
500,"2020-01",1594
500,"2020-02",2981
500,"2020-03",2251
500,"2020-04",2251
