"customer_id","txn_date","txn_type","txn_amount","running_balance"
139,"2020-03-02","deposit",418,309
139,"2020-03-03","withdrawal",442,-133
139,"2020-03-04","deposit",830,697
139,"2020-03-07","withdrawal",983,-286
139,"2020-03-10","deposit",951,665
139,"2020-03-14","deposit",562,1227
139,"2020-03-28","withdrawal",690,537
140,"2020-01-26","deposit",138,138
140,"2020-01-26","deposit",665,803
140,"2020-02-01","deposit",180,983
140,"2020-02-13","deposit",543,1526
140,"2020-03-05","withdrawal",339,1187
140,"2020-03-21","purchase",11,1176
140,"2020-03-22","withdrawal",656,520
140,"2020-03-26","deposit",995,1515
140,"2020-03-28","deposit",830,2345
140,"2020-04-02","purchase",127,2218
140,"2020-04-06","withdrawal",877,1341
140,"2020-04-09","deposit",590,1931
140,"2020-04-13","withdrawal",647,1284
140,"2020-04-16","withdrawal",336,948
140,"2020-04-18","purchase",986,-38
140,"2020-04-19","deposit",993,955
140,"2020-04-22","deposit",540,1495
141,"2020-01-15","deposit",934,934
141,"2020-01-20","purchase",320,614
141,"2020-01-22","purchase",983,-369
141,"2020-02-03","deposit",588,219
141,"2020-02-06","deposit",50,269
141,"2020-02-28","deposit",830,1099
141,"2020-02-29","deposit",384,1483
141,"2020-03-19","deposit",630,2113
141,"2020-04-04","deposit",425,2538
142,"2020-01-16","deposit",517,517
142,"2020-01-27","deposit",861,1378
142,"2020-02-10","withdrawal",441,937
142,"2020-02-19","purchase",497,440
142,"2020-03-04","withdrawal",323,117
142,"2020-03-08","deposit",55,172
142,"2020-03-11","deposit",480,652
142,"2020-03-31","purchase",435,217
142,"2020-04-01","deposit",646,863
143,"2020-01-29","deposit",807,807
143,"2020-02-01","deposit",483,1290
143,"2020-02-04","purchase",343,947
143,"2020-02-20","deposit",602,1549
143,"2020-02-29","deposit",76,1625
143,"2020-03-04","deposit",24,1649
143,"2020-03-07","withdrawal",574,1075
143,"2020-03-15","purchase",494,581
143,"2020-03-25","purchase",555,26
143,"2020-04-02","withdrawal",561,-535
143,"2020-04-09","deposit",295,-240
143,"2020-04-19","purchase",333,-573
143,"2020-04-21","purchase",957,-1530
143,"2020-04-22","deposit",445,-1085
143,"2020-04-23","purchase",823,-1908
143,"2020-04-24","withdrawal",549,-2457
144,"2020-01-14","deposit",559,559
144,"2020-01-17","withdrawal",622,-63
144,"2020-01-22","withdrawal",672,-735
144,"2020-02-07","purchase",315,-1050
144,"2020-02-18","withdrawal",725,-1775
144,"2020-02-22","purchase",558,-2333
144,"2020-02-22","purchase",947,-3280
144,"2020-03-20","withdrawal",118,-3398
144,"2020-03-24","deposit",316,-3082
144,"2020-03-31","deposit",36,-3046
144,"2020-04-02","purchase",763,-3809
144,"2020-04-05","deposit",104,-3705
144,"2020-04-07","deposit",479,-3226
144,"2020-04-07","purchase",955,-4181
144,"2020-04-07","withdrawal",444,-4625
144,"2020-04-10","deposit",230,-4395
145,"2020-01-02","deposit",365,365
145,"2020-01-06","withdrawal",372,-7
145,"2020-01-07","purchase",585,-592
145,"2020-01-07","withdrawal",6,-598
145,"2020-01-08","purchase",972,-1570
145,"2020-01-13","withdrawal",373,-1943
145,"2020-01-19","purchase",112,-2055
145,"2020-01-27","withdrawal",996,-3051
145,"2020-02-01","withdrawal",54,-3105
145,"2020-02-11","withdrawal",283,-3388
145,"2020-02-15","purchase",980,-4368
145,"2020-02-15","deposit",921,-3447
145,"2020-02-19","deposit",753,-2694
145,"2020-02-23","deposit",724,-1970
145,"2020-03-02","withdrawal",776,-2746
145,"2020-03-03","purchase",890,-3636
145,"2020-03-12","purchase",998,-4634
145,"2020-03-24","deposit",515,-4119
146,"2020-01-05","deposit",657,657
146,"2020-01-16","withdrawal",266,391
146,"2020-01-22","purchase",822,-431
146,"2020-01-27","withdrawal",873,-1304
146,"2020-01-30","deposit",497,-807
146,"2020-02-06","purchase",349,-1156
146,"2020-02-15","purchase",950,-2106
146,"2020-02-17","purchase",225,-2331
146,"2020-02-22","purchase",936,-3267
146,"2020-03-03","withdrawal",569,-3836
146,"2020-03-14","withdrawal",315,-4151
146,"2020-03-20","withdrawal",617,-4768
146,"2020-03-29","deposit",987,-3781
146,"2020-04-03","deposit",64,-3717
147,"2020-01-15","deposit",767,767
147,"2020-01-15","withdrawal",167,600
147,"2020-02-08","deposit",888,1488
147,"2020-02-25","deposit",210,1698
148,"2020-01-12","deposit",88,88
148,"2020-02-09","purchase",941,-853
148,"2020-02-13","purchase",826,-1679
148,"2020-02-17","withdrawal",788,-2467
148,"2020-03-17","withdrawal",348,-2815
148,"2020-03-28","deposit",739,-2076
148,"2020-04-03","purchase",113,-2189
148,"2020-04-08","purchase",541,-2730
149,"2020-01-13","deposit",831,831
149,"2020-01-26","purchase",985,-154
149,"2020-01-30","deposit",498,344
149,"2020-02-28","purchase",23,321
149,"2020-03-02","deposit",732,1053
149,"2020-03-11","withdrawal",520,533
149,"2020-03-11","deposit",30,563
149,"2020-03-15","deposit",822,1385
149,"2020-03-18","withdrawal",825,560
149,"2020-03-19","withdrawal",791,-231
149,"2020-03-24","deposit",15,-216
149,"2020-03-27","deposit",14,-202
150,"2020-01-04","deposit",69,69
150,"2020-01-05","withdrawal",715,-646
150,"2020-01-15","withdrawal",869,-1515
150,"2020-01-18","withdrawal",176,-1691
150,"2020-01-22","deposit",166,-1525
150,"2020-01-27","deposit",925,-600
150,"2020-02-03","deposit",63,-537
150,"2020-02-09","purchase",546,-1083
150,"2020-02-12","purchase",371,-1454
150,"2020-02-19","purchase",264,-1718
150,"2020-02-28","deposit",206,-1512
150,"2020-03-20","deposit",715,-797
150,"2020-03-24","withdrawal",807,-1604
150,"2020-04-01","withdrawal",825,-2429
151,"2020-01-10","deposit",58,58
151,"2020-01-21","deposit",387,445
151,"2020-01-23","deposit",922,1367
151,"2020-02-03","purchase",640,727
151,"2020-02-24","withdrawal",722,5
151,"2020-03-18","deposit",169,174
151,"2020-03-20","purchase",428,-254
151,"2020-03-26","deposit",318,64
151,"2020-03-29","withdrawal",951,-887
152,"2020-01-01","deposit",917,917
152,"2020-01-16","deposit",340,1257
152,"2020-01-17","deposit",264,1521
152,"2020-01-23","deposit",310,1831
152,"2020-02-04","deposit",706,2537
152,"2020-02-04","deposit",696,3233
152,"2020-02-09","withdrawal",849,2384
152,"2020-02-13","purchase",334,2050
152,"2020-02-15","deposit",812,2862
152,"2020-02-22","purchase",960,1902
152,"2020-03-20","deposit",68,1970
152,"2020-03-28","deposit",14,1984
153,"2020-01-18","deposit",754,754
153,"2020-01-22","purchase",987,-233
153,"2020-01-22","withdrawal",587,-820
153,"2020-01-23","withdrawal",431,-1251
153,"2020-01-26","withdrawal",703,-1954
153,"2020-02-01","purchase",302,-2256
153,"2020-02-06","withdrawal",181,-2437
153,"2020-02-07","deposit",664,-1773
153,"2020-02-08","purchase",578,-2351
153,"2020-02-15","deposit",752,-1599
153,"2020-02-20","deposit",959,-640
153,"2020-02-24","deposit",353,-287
153,"2020-02-25","withdrawal",107,-394
153,"2020-02-26","purchase",382,-776
153,"2020-03-07","purchase",683,-1459
153,"2020-03-10","deposit",378,-1081
153,"2020-03-21","purchase",274,-1355
153,"2020-03-23","deposit",683,-672
153,"2020-03-27","purchase",178,-850
153,"2020-03-31","purchase",845,-1695
154,"2020-01-15","deposit",120,120
154,"2020-01-15","purchase",801,-681
154,"2020-01-28","withdrawal",447,-1128
154,"2020-01-31","purchase",994,-2122
154,"2020-01-31","deposit",730,-1392
154,"2020-02-07","withdrawal",13,-1405
154,"2020-02-07","deposit",938,-467
154,"2020-02-08","purchase",239,-706
154,"2020-02-09","purchase",255,-961
154,"2020-02-13","withdrawal",437,-1398
154,"2020-02-19","deposit",66,-1332
154,"2020-02-27","purchase",219,-1551
154,"2020-02-28","deposit",86,-1465
154,"2020-02-29","withdrawal",875,-2340
154,"2020-03-03","deposit",988,-1352
154,"2020-03-04","withdrawal",12,-1364
154,"2020-03-15","deposit",663,-701
154,"2020-03-16","withdrawal",988,-1689
154,"2020-03-19","withdrawal",415,-2104
154,"2020-04-07","deposit",86,-2018
154,"2020-04-12","purchase",537,-2555
155,"2020-01-10","deposit",712,712
155,"2020-01-19","purchase",360,352
155,"2020-01-24","purchase",717,-365
155,"2020-01-29","purchase",631,-996
155,"2020-02-04","purchase",295,-1291
155,"2020-02-15","withdrawal",804,-2095
155,"2020-02-15","deposit",804,-1291
155,"2020-02-20","purchase",751,-2042
155,"2020-02-29","purchase",899,-2941
155,"2020-03-07","withdrawal",751,-3692
155,"2020-03-16","withdrawal",627,-4319
155,"2020-03-19","deposit",117,-4202
155,"2020-03-19","deposit",630,-3572
155,"2020-03-28","deposit",494,-3078
155,"2020-03-29","deposit",890,-2188
155,"2020-03-29","withdrawal",494,-2682
155,"2020-03-30","withdrawal",595,-3277
155,"2020-03-31","withdrawal",100,-3377
155,"2020-04-04","purchase",501,-3878
155,"2020-04-05","withdrawal",652,-4530
156,"2020-01-24","deposit",82,82
156,"2020-04-08","deposit",230,312
157,"2020-01-06","deposit",721,721
157,"2020-01-28","purchase",583,138
157,"2020-02-29","withdrawal",749,-611
157,"2020-03-01","deposit",941,330
157,"2020-03-06","deposit",517,847
157,"2020-03-09","deposit",395,1242
157,"2020-03-14","deposit",697,1939
157,"2020-03-18","deposit",827,2766
158,"2020-01-18","purchase",109,-109
158,"2020-01-18","deposit",642,533
158,"2020-01-28","purchase",477,56
158,"2020-02-08","purchase",192,-136
158,"2020-03-09","withdrawal",799,-935
158,"2020-03-13","purchase",235,-1170
158,"2020-03-16","purchase",546,-1716
158,"2020-03-19","deposit",567,-1149
158,"2020-03-23","deposit",683,-466
158,"2020-03-27","withdrawal",118,-584
158,"2020-03-29","purchase",522,-1106
159,"2020-01-04","deposit",669,669
159,"2020-01-06","purchase",236,433
159,"2020-01-16","withdrawal",734,-301
160,"2020-01-17","deposit",843,843
160,"2020-02-04","deposit",734,1577
160,"2020-02-11","withdrawal",845,732
160,"2020-02-11","withdrawal",982,-250
160,"2020-02-13","deposit",18,-232
160,"2020-02-21","deposit",421,189
160,"2020-02-23","withdrawal",632,-443
160,"2020-02-26","deposit",986,543
160,"2020-03-01","purchase",459,84
160,"2020-03-23","deposit",767,851
160,"2020-03-28","withdrawal",920,-69
160,"2020-04-04","purchase",633,-702
160,"2020-04-11","deposit",75,-627
160,"2020-04-15","deposit",320,-307
161,"2020-01-08","deposit",526,526
161,"2020-01-08","withdrawal",914,-388
161,"2020-01-09","purchase",160,-548
161,"2020-01-15","withdrawal",67,-615
161,"2020-01-21","withdrawal",50,-665
161,"2020-01-25","withdrawal",177,-842
161,"2020-01-29","purchase",279,-1121
161,"2020-02-11","deposit",440,-681
161,"2020-02-12","purchase",743,-1424
161,"2020-02-20","purchase",553,-1977
161,"2020-02-23","deposit",380,-1597
161,"2020-02-29","deposit",636,-961
161,"2020-03-02","deposit",832,-129
161,"2020-03-11","deposit",342,213
161,"2020-03-15","deposit",177,390
161,"2020-03-16","purchase",379,11
161,"2020-03-21","purchase",735,-724
161,"2020-03-27","withdrawal",722,-1446
161,"2020-03-30","withdrawal",243,-1689
161,"2020-03-31","deposit",869,-820
161,"2020-03-31","deposit",529,-291
162,"2020-01-10","deposit",123,123
162,"2020-02-01","deposit",847,970
162,"2020-02-08","purchase",186,784
163,"2020-01-14","deposit",523,523
163,"2020-01-18","purchase",596,-73
163,"2020-02-09","purchase",118,-191
163,"2020-02-12","purchase",137,-328
163,"2020-03-02","withdrawal",197,-525
163,"2020-03-09","withdrawal",747,-1272
163,"2020-03-14","purchase",867,-2139
163,"2020-03-26","withdrawal",792,-2931
163,"2020-03-27","withdrawal",185,-3116
163,"2020-04-02","purchase",579,-3695
163,"2020-04-03","purchase",969,-4664
163,"2020-04-04","deposit",622,-4042
163,"2020-04-06","deposit",581,-3461
163,"2020-04-07","deposit",406,-3055
164,"2020-01-10","deposit",548,548
164,"2020-02-16","deposit",409,957
165,"2020-01-23","deposit",42,42
165,"2020-01-24","purchase",393,-351
165,"2020-01-25","deposit",391,40
165,"2020-01-26","deposit",439,479
165,"2020-01-28","purchase",540,-61
165,"2020-02-02","deposit",185,124
165,"2020-02-08","deposit",250,374
165,"2020-02-14","purchase",593,-219
165,"2020-02-25","withdrawal",869,-1088
165,"2020-03-03","withdrawal",901,-1989
165,"2020-03-05","withdrawal",199,-2188
165,"2020-03-17","purchase",230,-2418
165,"2020-03-17","purchase",714,-3132
165,"2020-03-21","purchase",784,-3916
165,"2020-03-22","deposit",215,-3701
165,"2020-04-02","deposit",763,-2938
165,"2020-04-02","deposit",353,-2585
165,"2020-04-06","withdrawal",985,-3570
165,"2020-04-10","withdrawal",297,-3867
165,"2020-04-12","withdrawal",164,-4031
165,"2020-04-17","deposit",197,-3834
165,"2020-04-21","withdrawal",97,-3931
166,"2020-01-22","deposit",957,957
166,"2020-02-13","deposit",589,1546
166,"2020-03-11","deposit",285,1831
166,"2020-03-25","withdrawal",528,1303
166,"2020-04-06","deposit",185,1488
166,"2020-04-13","deposit",295,1783
167,"2020-01-30","deposit",51,51
167,"2020-02-03","deposit",545,596
167,"2020-02-04","purchase",12,584
167,"2020-02-06","deposit",101,685
167,"2020-02-09","deposit",669,1354
167,"2020-02-21","withdrawal",88,1266
167,"2020-02-29","purchase",692,574
167,"2020-03-02","withdrawal",6,568
167,"2020-03-03","deposit",14,582
167,"2020-03-07","purchase",244,338
167,"2020-03-11","withdrawal",804,-466
167,"2020-03-13","purchase",49,-515
167,"2020-03-16","purchase",51,-566
167,"2020-04-02","withdrawal",711,-1277
167,"2020-04-07","deposit",766,-511
167,"2020-04-18","deposit",942,431
167,"2020-04-21","purchase",163,268
167,"2020-04-21","deposit",153,421
167,"2020-04-23","withdrawal",180,241
167,"2020-04-25","withdrawal",989,-748
168,"2020-01-13","deposit",114,114
168,"2020-02-03","deposit",187,301
168,"2020-02-24","purchase",919,-618
168,"2020-02-25","purchase",183,-801
169,"2020-01-10","deposit",628,628
169,"2020-01-14","withdrawal",601,27
169,"2020-01-19","purchase",268,-241
169,"2020-01-25","purchase",985,-1226
169,"2020-01-29","deposit",657,-569
169,"2020-02-06","deposit",176,-393
169,"2020-02-19","withdrawal",417,-810
169,"2020-02-26","deposit",59,-751
169,"2020-02-28","withdrawal",439,-1190
169,"2020-03-09","deposit",737,-453
169,"2020-03-15","withdrawal",3,-456
169,"2020-03-16","deposit",529,73
169,"2020-03-22","purchase",64,9
169,"2020-04-08","deposit",897,906
170,"2020-01-14","deposit",788,788
170,"2020-01-21","deposit",339,1127
170,"2020-01-28","withdrawal",759,368
170,"2020-01-30","withdrawal",406,-38
170,"2020-02-11","purchase",335,-373
170,"2020-03-13","purchase",773,-1146
170,"2020-03-15","deposit",675,-471
170,"2020-03-15","deposit",560,89
170,"2020-03-20","withdrawal",226,-137
170,"2020-04-02","purchase",392,-529
170,"2020-04-03","deposit",296,-233
170,"2020-04-04","purchase",617,-850
171,"2020-01-17","deposit",471,471
171,"2020-01-21","purchase",795,-324
171,"2020-01-21","purchase",270,-594
171,"2020-01-23","deposit",397,-197
171,"2020-02-02","withdrawal",989,-1186
171,"2020-02-12","deposit",451,-735
171,"2020-02-24","withdrawal",721,-1456
171,"2020-02-26","deposit",699,-757
171,"2020-02-29","withdrawal",643,-1400
171,"2020-03-18","withdrawal",201,-1601
171,"2020-03-22","withdrawal",765,-2366
171,"2020-03-24","deposit",445,-1921
171,"2020-04-03","withdrawal",297,-2218
171,"2020-04-06","deposit",548,-1670
171,"2020-04-12","deposit",759,-911
172,"2020-01-12","deposit",548,548
172,"2020-01-14","withdrawal",966,-418
172,"2020-01-31","deposit",244,-174
172,"2020-03-10","deposit",59,-115
172,"2020-03-13","withdrawal",446,-561
172,"2020-03-16","withdrawal",477,-1038
173,"2020-01-14","deposit",720,720
173,"2020-01-25","deposit",578,1298
173,"2020-02-04","deposit",486,1784
173,"2020-02-14","withdrawal",383,1401
173,"2020-02-27","purchase",3,1398
173,"2020-03-05","withdrawal",708,690
173,"2020-03-07","deposit",660,1350
173,"2020-03-09","deposit",124,1474
173,"2020-03-23","purchase",562,912
173,"2020-04-07","withdrawal",791,121
174,"2020-01-11","deposit",163,163
174,"2020-01-11","deposit",979,1142
174,"2020-02-11","withdrawal",821,321
174,"2020-02-23","purchase",637,-316
174,"2020-02-25","deposit",218,-98
174,"2020-03-10","withdrawal",540,-638
174,"2020-03-15","withdrawal",855,-1493
174,"2020-03-18","withdrawal",607,-2100
174,"2020-03-20","deposit",965,-1135
174,"2020-04-02","deposit",936,-199
174,"2020-04-08","deposit",843,644
175,"2020-01-14","deposit",300,300
175,"2020-01-15","deposit",546,846
175,"2020-01-20","deposit",53,899
175,"2020-01-21","purchase",35,864
175,"2020-01-22","deposit",99,963
175,"2020-01-24","withdrawal",754,209
175,"2020-01-31","purchase",535,-326
175,"2020-02-04","deposit",242,-84
175,"2020-02-20","purchase",671,-755
175,"2020-03-06","purchase",505,-1260
175,"2020-03-08","withdrawal",336,-1596
175,"2020-03-10","withdrawal",201,-1797
175,"2020-03-15","withdrawal",135,-1932
175,"2020-03-17","deposit",110,-1822
175,"2020-04-05","purchase",897,-2719
175,"2020-04-05","deposit",989,-1730
175,"2020-04-06","deposit",181,-1549
176,"2020-01-26","deposit",655,655
176,"2020-02-04","withdrawal",828,-173
176,"2020-02-13","deposit",434,261
176,"2020-02-16","deposit",344,605
176,"2020-03-15","withdrawal",103,502
176,"2020-03-24","purchase",968,-466
176,"2020-03-27","withdrawal",65,-531
176,"2020-04-02","withdrawal",536,-1067
177,"2020-01-20","deposit",351,351
177,"2020-01-22","deposit",54,405
177,"2020-02-01","withdrawal",645,-240
177,"2020-02-08","deposit",802,562
177,"2020-02-20","deposit",135,697
177,"2020-02-22","withdrawal",853,-156
177,"2020-03-05","withdrawal",681,-837
177,"2020-03-09","deposit",706,-131
177,"2020-03-12","purchase",832,-963
177,"2020-03-14","purchase",78,-1041
177,"2020-03-18","purchase",960,-2001
177,"2020-03-20","deposit",948,-1053
177,"2020-03-21","deposit",411,-642
177,"2020-03-23","deposit",772,130
177,"2020-03-28","deposit",499,629
177,"2020-03-30","deposit",171,800
177,"2020-04-01","purchase",985,-185
177,"2020-04-15","purchase",789,-974
178,"2020-01-23","deposit",176,176
178,"2020-01-23","deposit",76,252
178,"2020-02-03","withdrawal",234,18
178,"2020-02-10","deposit",23,41
178,"2020-02-14","purchase",97,-56
178,"2020-02-17","deposit",443,387
178,"2020-03-10","withdrawal",387,0
178,"2020-03-10","deposit",800,800
178,"2020-03-17","withdrawal",147,653
178,"2020-03-19","purchase",244,409
178,"2020-03-25","withdrawal",19,390
178,"2020-04-08","withdrawal",500,-110
178,"2020-04-15","purchase",898,-1008
178,"2020-04-19","purchase",975,-1983
179,"2020-01-05","deposit",19,19
179,"2020-01-11","purchase",892,-873
179,"2020-01-13","deposit",470,-403
179,"2020-01-14","purchase",882,-1285
179,"2020-01-26","deposit",58,-1227
179,"2020-01-26","withdrawal",488,-1715
179,"2020-01-28","withdrawal",39,-1754
179,"2020-02-01","purchase",752,-2506
179,"2020-02-05","withdrawal",106,-2612
179,"2020-02-09","purchase",638,-3250
179,"2020-02-10","purchase",384,-3634
179,"2020-02-15","withdrawal",443,-4077
179,"2020-02-15","deposit",691,-3386
179,"2020-03-05","purchase",300,-3686
179,"2020-03-05","withdrawal",740,-4426
179,"2020-03-11","withdrawal",831,-5257
179,"2020-03-14","purchase",688,-5945
179,"2020-03-17","withdrawal",283,-6228
179,"2020-03-19","purchase",597,-6825
179,"2020-03-20","deposit",516,-6309
179,"2020-03-27","purchase",969,-7278
179,"2020-03-31","withdrawal",675,-7953
180,"2020-01-09","deposit",670,670
180,"2020-01-13","purchase",556,114
180,"2020-01-25","withdrawal",952,-838
180,"2020-02-26","withdrawal",970,-1808
180,"2020-03-15","purchase",996,-2804
180,"2020-04-05","withdrawal",371,-3175
181,"2020-01-13","deposit",865,865
181,"2020-01-15","purchase",176,689
181,"2020-01-17","withdrawal",370,319
181,"2020-01-22","deposit",669,988
181,"2020-01-26","withdrawal",165,823
181,"2020-01-29","withdrawal",870,-47
181,"2020-02-06","purchase",712,-759
181,"2020-02-10","purchase",674,-1433
181,"2020-02-13","deposit",880,-553
181,"2020-02-17","purchase",673,-1226
181,"2020-02-24","deposit",576,-650
181,"2020-02-25","deposit",596,-54
181,"2020-02-26","purchase",789,-843
181,"2020-03-12","withdrawal",349,-1192
181,"2020-03-22","withdrawal",365,-1557
181,"2020-03-23","withdrawal",384,-1941
181,"2020-03-24","purchase",339,-2280
181,"2020-03-27","withdrawal",360,-2640
182,"2020-01-08","deposit",97,97
182,"2020-02-04","purchase",868,-771
182,"2020-02-23","deposit",447,-324
182,"2020-02-24","withdrawal",321,-645
182,"2020-02-25","deposit",600,-45
182,"2020-03-16","withdrawal",798,-843
182,"2020-04-01","withdrawal",239,-1082
182,"2020-04-05","deposit",923,-159
183,"2020-01-22","deposit",101,101
183,"2020-01-28","purchase",392,-291
183,"2020-01-29","deposit",743,452
183,"2020-01-31","withdrawal",992,-540
183,"2020-02-09","purchase",37,-577
183,"2020-02-09","withdrawal",435,-1012
183,"2020-02-12","purchase",876,-1888
183,"2020-02-13","withdrawal",983,-2871
183,"2020-02-28","withdrawal",858,-3729
183,"2020-03-07","purchase",862,-4591
183,"2020-03-07","purchase",181,-4772
183,"2020-03-09","withdrawal",275,-5047
183,"2020-03-18","withdrawal",684,-5731
183,"2020-03-23","withdrawal",352,-6083
183,"2020-04-01","deposit",706,-5377
183,"2020-04-01","withdrawal",22,-5399
183,"2020-04-10","deposit",173,-5226
183,"2020-04-11","withdrawal",738,-5964
183,"2020-04-15","withdrawal",596,-6560
184,"2020-01-27","deposit",472,472
184,"2020-02-02","deposit",952,1424
184,"2020-02-06","purchase",807,617
184,"2020-02-10","withdrawal",61,556
184,"2020-02-15","deposit",475,1031
184,"2020-02-15","purchase",713,318
184,"2020-02-17","purchase",649,-331
184,"2020-03-08","purchase",483,-814
184,"2020-03-09","purchase",220,-1034
184,"2020-03-10","purchase",541,-1575
184,"2020-03-13","withdrawal",45,-1620
184,"2020-03-26","withdrawal",910,-2530
184,"2020-04-03","deposit",253,-2277
184,"2020-04-12","deposit",590,-1687
184,"2020-04-20","deposit",129,-1558
184,"2020-04-24","purchase",740,-2298
184,"2020-04-24","withdrawal",880,-3178
185,"2020-01-29","deposit",626,626
185,"2020-02-01","deposit",786,1412
185,"2020-02-04","purchase",193,1219
185,"2020-02-10","withdrawal",143,1076
185,"2020-02-14","withdrawal",640,436
185,"2020-02-27","purchase",447,-11
185,"2020-03-08","purchase",401,-412
185,"2020-03-21","deposit",791,379
185,"2020-03-27","withdrawal",642,-263
185,"2020-03-30","purchase",738,-1001
185,"2020-04-07","purchase",366,-1367
185,"2020-04-08","withdrawal",224,-1591
185,"2020-04-08","purchase",521,-2112
185,"2020-04-12","deposit",825,-1287
185,"2020-04-12","deposit",466,-821
185,"2020-04-15","withdrawal",917,-1738
185,"2020-04-20","purchase",499,-2237
185,"2020-04-22","deposit",884,-1353
185,"2020-04-24","deposit",848,-505
186,"2020-01-17","deposit",968,968
186,"2020-01-27","withdrawal",351,617
186,"2020-01-31","withdrawal",83,534
186,"2020-02-03","purchase",368,166
186,"2020-02-09","deposit",354,520
186,"2020-02-14","deposit",259,779
186,"2020-02-25","purchase",267,512
186,"2020-02-27","deposit",833,1345
186,"2020-03-05","purchase",780,565
186,"2020-03-06","purchase",93,472
186,"2020-03-09","deposit",943,1415
186,"2020-03-11","purchase",130,1285
186,"2020-03-23","withdrawal",641,644
186,"2020-03-25","deposit",798,1442
186,"2020-03-27","deposit",488,1930
186,"2020-04-07","withdrawal",640,1290
186,"2020-04-08","deposit",490,1780
186,"2020-04-08","purchase",743,1037
186,"2020-04-12","deposit",247,1284
187,"2020-01-26","purchase",810,-810
187,"2020-01-26","deposit",599,-211
187,"2020-02-05","purchase",523,-734
187,"2020-02-16","purchase",254,-988
187,"2020-02-19","withdrawal",439,-1427
187,"2020-02-22","deposit",48,-1379
187,"2020-03-04","purchase",753,-2132
187,"2020-03-21","purchase",791,-2923
187,"2020-03-23","purchase",137,-3060
187,"2020-04-06","deposit",928,-2132
187,"2020-04-18","purchase",140,-2272
188,"2020-01-13","deposit",601,601
188,"2020-01-22","withdrawal",340,261
188,"2020-01-27","withdrawal",632,-371
188,"2020-01-29","deposit",259,-112
188,"2020-01-31","withdrawal",72,-184
188,"2020-02-11","deposit",809,625
188,"2020-02-15","deposit",459,1084
188,"2020-02-20","withdrawal",770,314
188,"2020-02-24","deposit",699,1013
188,"2020-03-06","withdrawal",743,270
188,"2020-03-10","deposit",587,857
188,"2020-03-29","withdrawal",314,543
188,"2020-03-30","purchase",491,52
188,"2020-04-02","purchase",473,-421
188,"2020-04-07","purchase",54,-475
189,"2020-01-11","deposit",304,304
189,"2020-01-12","deposit",373,677
189,"2020-01-22","deposit",302,979
189,"2020-01-27","withdrawal",861,118
189,"2020-01-30","purchase",956,-838
189,"2020-02-03","withdrawal",870,-1708
189,"2020-02-06","purchase",393,-2101
189,"2020-03-17","purchase",726,-2827
189,"2020-03-18","withdrawal",462,-3289
189,"2020-03-22","purchase",718,-4007
190,"2020-01-26","deposit",14,14
190,"2020-02-19","deposit",445,459
190,"2020-03-06","purchase",449,10
190,"2020-03-24","deposit",513,523
190,"2020-04-06","deposit",655,1178
191,"2020-01-16","deposit",769,769
191,"2020-01-20","deposit",863,1632
191,"2020-02-02","deposit",143,1775
191,"2020-02-10","withdrawal",469,1306
191,"2020-03-26","purchase",270,1036
191,"2020-04-09","withdrawal",157,879
192,"2020-01-20","deposit",906,906
192,"2020-01-22","deposit",735,1641
192,"2020-01-30","deposit",885,2526
192,"2020-02-04","deposit",686,3212
192,"2020-02-12","deposit",360,3572
192,"2020-02-14","purchase",640,2932
192,"2020-02-14","withdrawal",672,2260
192,"2020-02-14","withdrawal",405,1855
192,"2020-02-22","purchase",773,1082
192,"2020-02-24","purchase",949,133
192,"2020-02-24","deposit",42,175
192,"2020-02-26","withdrawal",355,-180
192,"2020-02-28","withdrawal",663,-843
192,"2020-02-29","deposit",154,-689
192,"2020-03-04","purchase",694,-1383
192,"2020-03-17","withdrawal",250,-1633
192,"2020-03-21","deposit",746,-887
192,"2020-03-23","deposit",938,51
192,"2020-03-27","purchase",253,-202
192,"2020-03-31","deposit",585,383
192,"2020-04-13","deposit",756,1139
193,"2020-01-12","deposit",689,689
193,"2020-03-02","purchase",203,486
194,"2020-01-28","deposit",137,137
194,"2020-02-01","withdrawal",785,-648
194,"2020-02-01","purchase",634,-1282
194,"2020-02-18","purchase",965,-2247
194,"2020-02-29","deposit",36,-2211
194,"2020-03-01","deposit",454,-1757
194,"2020-03-02","withdrawal",695,-2452
194,"2020-03-06","withdrawal",532,-2984
194,"2020-03-10","deposit",769,-2215
194,"2020-03-10","deposit",475,-1740
194,"2020-03-14","deposit",220,-1520
194,"2020-03-15","deposit",392,-1128
194,"2020-03-16","deposit",601,-527
194,"2020-03-24","deposit",705,178
194,"2020-04-04","withdrawal",941,-763
194,"2020-04-05","deposit",347,-416
194,"2020-04-13","purchase",269,-685
194,"2020-04-24","purchase",12,-697
195,"2020-01-19","deposit",489,489
195,"2020-03-23","purchase",83,406
196,"2020-01-13","deposit",734,734
196,"2020-02-04","withdrawal",512,222
196,"2020-02-11","deposit",736,958
196,"2020-02-21","deposit",337,1295
196,"2020-03-25","deposit",87,1382
197,"2020-01-22","deposit",203,203
197,"2020-01-26","withdrawal",649,-446
197,"2020-02-08","deposit",825,379
197,"2020-02-09","purchase",964,-585
197,"2020-02-23","purchase",415,-1000
197,"2020-02-23","deposit",792,-208
197,"2020-02-29","deposit",345,137
